That when he please again to be himself,0
By breaking through the foul and ugly mists,0
If all the year were playing holidays,0
But when they seldom come they wish'd for come,0
So when this loose behavior I throw off,0
By how much better than my word I am,0
And like bright metal on a sullen ground,0
Shall show more goodly and attract more eyes,0
I'll so offend to make offence a skill;,0
Exit,0
Enter the KING NORTHUMBERLAND WORCESTER HOTSPUR SIR WALTER BLUNT with others,0
Unapt to stir at these indignities,0
You tread upon my patience: but be sure,0
Mighty and to be fear'd than my condition;,0
And therefore lost that title of respect,0
Our house my sovereign liege little deserves,0
And that same greatness too which our own hands,0
My lord.--,0
Danger and disobedience in thine eye:,0
And majesty might never yet endure,0
You have good leave to leave us: when we need,0
Exit Worcester,0
To North,0
Those prisoners in your highness' name demanded,0
Were as he says not with such strength denied,0
Either envy therefore or misprison,0
My liege I did deny no prisoners.,0
When I was dry with rage and extreme toil,0
Came there a certain lord neat and trimly dress'd,0
Show'd like a stubble-land at harvest-home;,0
And 'twixt his finger and his thumb he held,0
He gave his nose and took't away again;,0
Took it in snuff; and still he smiled and talk'd,0
He call'd them untaught knaves unmannerly,0
Betwixt the wind and his nobility.,0
He question'd me; amongst the rest demanded,0
I then all smarting with my wounds being cold,0
Out of my grief and my impatience,0
He should or he should not; for he made me mad,0
And talk so like a waiting-gentlewoman,0
And telling me the sovereign'st thing on earth,0
And that it was great pity so it was,0
Out of the bowels of the harmless earth,0
So cowardly; and but for these vile guns,0
This bald unjointed chat of his my lord,0
And I beseech you let not his report,0
Betwixt my love and your high majesty.,0
Whate'er Lord Harry Percy then had said,0
At such a time with all the rest retold,0
To do him wrong or any way impeach,0
Why yet he doth deny his prisoners,0
That we at our own charge shall ransom straight,0
Who on my soul hath wilfully betray'd,0
Against that great magician damn'd Glendower,0
Hath lately married. Shall our coffers then,0
Shall we but treason? and indent with fears,0
No on the barren mountains let him starve;,0
Whose tongue shall ask me for one penny cost,0
Revolted Mortimer!,0
But by the chance of war; to prove that true,0
Those mouthed wounds which valiantly he took,0
In single opposition hand to hand,0
In changing hardiment with great Glendower:,0
they drink,0
Who then affrighted with their bloody looks,0
And hid his crisp head in the hollow bank,0
Never did base and rotten policy,0
Nor could the noble Mortimer,0
Then let not him be slander'd with revolt.,0
He never did encounter with Glendower:,0
He durst as well have met the devil alone,0
Art thou not ashamed? But sirrah henceforth,0
Send me your prisoners with the speediest means,0
As will displease you. My Lord Northumberland,0
Send us your prisoners or you will hear of it.,0
An if the devil come and roar for them,0
And tell him so; for I will ease my heart,0
What drunk with choler? stay and pause awhile:,0
Re-enter WORCESTER,0
Zounds I will speak of him; and let my soul,0
Yea on his part I'll empty all these veins,0
But I will lift the down-trod Mortimer,0
As this ingrate and canker'd Bolingbroke.,0
Who struck this heat up after I was gone?,0
And when I urged the ransom once again,0
And on my face he turn'd an eye of death,0
I cannot blame him: was not he proclaim'd,0
He was; I heard the proclamation:,0
--Whose wrongs in us God pardon!--did set forth,0
From whence he intercepted did return,0
And for whose death we in the world's wide mouth,0
But soft I pray you; did King Richard then,0
Heir to the crown?,0
Nay then I cannot blame his cousin king,0
But shall it be that you that set the crown,0
And for his sake wear the detested blot,0
That you a world of curses undergo,0
The cords the ladder or the hangman rather?,0
To show the line and the predicament,0
Shall it for shame be spoken in these days,0
That men of your nobility and power,0
As both of you--God pardon it!--have done,0
An plant this thorn this canker Bolingbroke?,0
That you are fool'd discarded and shook off,0
No; yet time serves wherein you may redeem,0
Into the good thoughts of the world again,0
Of this proud king who studies day and night,0
Even with the bloody payment of your deaths:,0
Peace cousin say no more:,0
And to your quick-conceiving discontents,0
As full of peril and adventurous spirit,0
On the unsteadfast footing of a spear.,0
Send danger from the east unto the west,0
And let them grapple: O the blood more stirs,0
Imagination of some great exploit,0
By heaven methinks it were an easy leap,0
Or dive into the bottom of the deep,0
And pluck up drowned honour by the locks;,0
Without corrival all her dignities:,0
He apprehends a world of figures here,0
Good cousin give me audience for a while.,0
Those same noble Scots,0
I'll keep them all;,0
No if a Scot would save his soul he shall not:,0
You start away,0
Those prisoners you shall keep.,0
He said he would not ransom Mortimer;,0
But I will find him when he lies asleep,0
Nay,0
Nothing but 'Mortimer' and give it him,0
Hear you cousin; a word.,0
Save how to gall and pinch this Bolingbroke:,0
But that I think his father loves him not,0
I would have him poison'd with a pot of ale.,0
When you are better temper'd to attend.,0
Art thou to break into this woman's mood,0
Why look you I am whipp'd and scourged with rods,0
Of this vile politician Bolingbroke.,0
A plague upon it it is in Gloucestershire;,0
His uncle York; where I first bow'd my knee,0
Sblood!--,0
At Berkley castle.,0
Why what a candy deal of courtesy,0
Look'when his infant fortune came to age',0
O the devil take such cozeners! God forgive me!,0
Nay if you have not to it again;,0
I have done i' faith.,0
Deliver them up without their ransom straight,0
For powers in Scotland; which for divers reasons,0
Will easily be granted. You my lord,0
Your son in Scotland being thus employ'd,0
Of that same noble prelate well beloved,0
Of York is it not?,0
His brother's death at Bristol the Lord Scroop.,0
As what I think might be but what I know,0
And only stays but to behold the face,0
I smell it: upon my life it will do well.,0
Why it cannot choose but be a noble plot;,0
To join with Mortimer ha?,0
In faith it is exceedingly well aim'd.,0
To save our heads by raising of a head;,0
The king will always think him in our debt,0
Till he hath found a time to pay us home:,0
To make us strangers to his looks of love.,0
Cousin farewell: no further go in this,0
When time is ripe which will be suddenly,0
Where you and Douglas and our powers at once,0
To bear our fortunes in our own strong arms,0
Farewell good brother: we shall thrive I trust.,0
Till fields and blows and groans applaud our sport!,0
ACT II,0
Enter a Carrier with a lantern in his hand,0
hanged: Charles' wain is over the new chimney and,0
[Within]   Anon anon.,0
in the point; poor jade is wrung in the withers out,0
Enter another Carrier,0
is the next way to give poor jades the bots: this,0
Poor fellow never joyed since the price of oats,0
I think this be the most villanous house in all,0
Like a tench! by the mass there is ne'er a king,0
the first cock.,0
leak in your chimney; and your chamber-lie breeds,0
What ostler! come away and be hanged!,0
to be delivered as far as Charing-cross.,0
starved. What ostler! A plague on thee! hast thou,0
twere not as good deed as drink to break the pate,0
hast thou no faith in thee?,0
Good morrow carriers. What's o'clock?,0
I pray thee lend me thy lantern to see my gelding,0
Nay by God soft; I know a trick worth two of that i' faith.,0
Ay when? can'st tell? Lend me thy lantern quoth,0
Sirrah carrier what time do you mean to come to London?,0
thee. Come neighbour Mugs we'll call up the,0
have great charge.,0
What ho! chamberlain!,0
That's even as fair as--at hand quoth the,0
of purses than giving direction doth from labouring;,0
Enter Chamberlain,0
I told you yesternight: there's a franklin in the,0
him in gold: I heard him tell it to one of his,0
that hath abundance of charge too God knows what.,0
they will away presently.,0
clerks I'll give thee this neck.,0
hangman; for I know thou worshippest St. Nicholas,0
What talkest thou to me of the hangman? if I hang,0
Sir John hangs with me and thou knowest he is no,0
dreamest not of the which for sport sake are,0
if matters should be looked into for their own,0
foot-land rakers no long-staff sixpenny strikers,0
but with nobility and tranquillity burgomasters and,0
strike sooner than speak and speak sooner than,0
I lie; for they pray continually to their saint the,0
on her for they ride up and down on her and make,0
What the commonwealth their boots? will she hold,0
She will she will; justice hath liquored her. We,0
of fern-seed we walk invisible.,0
the night than to fern-seed for your walking invisible.,0
purchase as I am a true man.,0
Go to; 'homo' is a common name to all men. Bid the,0
you muddy knave.,0
SCENE II. The highway near Gadshill.,0
Come shelter shelter: I have removed Falstaff's,0
Stand close.,0
Poins! Poins and be hanged! Poins!,0
thou keep!,0
He is walked up to the top of the hill: I'll go seek him.,0
rascal hath removed my horse and tied him I know,0
further afoot I shall break my wind. Well I doubt,0
scape hanging for killing that rogue. I have,0
twenty years and yet I am bewitched with the,0
medicines to make me love him I'll be hanged; it,0
Hal! a plague upon you both! Bardolph! Peto!,0
not as good a deed as drink to turn true man and to,0
ever chewed with a tooth. Eight yards of uneven,0
and the stony-hearted villains know it well enough:,0
They whistle,0
rogues; give me my horse and be hanged!,0
to the ground and list if thou canst hear the tread,0
Have you any levers to lift me up again being down?,0
again for all the coin in thy father's exchequer.,0
Thou liest; thou art not colted thou art uncolted.,0
good king's son.,0
Go hang thyself in thine own heir-apparent,0
have not ballads made on you all and sung to filthy,0
is so forward and afoot too! I hate it.,0
Stand.,0
O 'tis our setter: I know his voice. Bardolph,0
Case ye case ye; on with your vizards: there 's,0
to the king's exchequer.,0
There's enough to make us all.,0
Sirs you four shall front them in the narrow lane;,0
from your encounter then they light on us.,0
Some eight or ten.,0
What a coward Sir John Paunch?,0
but yet no coward Hal.,0
Sirrah Jack thy horse stands behind the hedge:,0
Farewell and stand fast.,0
Ned where are our disguises?,0
Exeunt PRINCE HENRY and POINS,0
every man to his business.,0
Come neighbour: the boy shall lead our horses down,0
Stand!,0
Strike; down with them; cut the villains' throats:,0
hate us youth: down with them: fleece them.,0
Hang ye gorbellied knaves are ye undone? No ye,0
bacons on! What ye knaves! young men must live.,0
Here they rob them and bind them. Exeunt,0
The thieves have bound the true men. Now could thou,0
would be argument for a week laughter for a month,0
Stand close; I hear them coming.,0
Come my masters let us share and then to  horse,0
arrant cowards there's no equity stirring: there's,0
Your money!,0
As they are sharing the Prince and Poins set upon  them; they all run away; and Falstaff after a blow or two runs away too leaving the booty behind them,0
The thieves are all scatter'd and possess'd with fear,0
Each takes his fellow for an officer.,0
And lards the lean earth as he walks along:,0
How the rogue roar'd!,0
SCENE III. Warkworth castle,0
But for mine own part my lord I could be well,0
your house.' He could be contented: why is he not,0
he shows in this he loves his own barn better than,0
purpose you undertake is dangerous;'--why that's,0
drink; but I tell you my lord fool out of this,0
purpose you undertake is dangerous; the friends you,0
your whole plot too light for the counterpoise of so,0
unto you again you are a shallow cowardly hind and,0
our plot is a good plot as ever was laid; our,0
friends and full of expectation; an excellent plot,0
this! Why my lord of York commends the plot and the,0
this rascal I could brain him with his lady's fan.,0
Edmund Mortimer My lord of York and Owen Glendower?,0
their letters to meet me in arms by the ninth of the,0
forward already? What a pagan rascal is this! an,0
of fear and cold heart will he to the king and lay,0
and go to buffets for moving such a dish of,0
let him tell the king: we are prepared. I will set,0
Enter LADY PERCY,0
O my good lord why are you thus alone?,0
A banish'd woman from my Harry's bed?,0
Thy stomach pleasure and thy golden sleep?,0
And start so often when thou sit'st alone?,0
And given my treasures and my rights of thee,0
In thy faint slumbers I by thee have watch'd,0
Speak terms of manage to thy bounding steed;,0
Of sallies and retires of trenches tents,0
Of basilisks of cannon culverin,0
And all the currents of a heady fight.,0
And thus hath so bestirr'd thee in thy sleep,0
Like bubbles in a late-disturbed stream;,0
Such as we see when men restrain their breath,0
Some heavy business hath my lord in hand,0
What ho!,0
Is Gilliams with the packet gone?,0
Hath Butler brought those horses from the sheriff?,0
What horse? a roan a crop-ear is it not?,0
That roan shall by my throne.,0
Bid Butler lead him forth into the park.,0
But hear you my lord.,0
What is it carries you away?,0
Out you mad-headed ape!,0
As you are toss'd with. In faith,0
I fear my brother Mortimer doth stir,0
To line his enterprise: but if you go--,0
Come come you paraquito answer me,0
In faith I'll break thy little finger Harry,0
Away,0
I care not for thee Kate: this is no world,0
We must have bloody noses and crack'd crowns,0
What say'st thou Kate? what would'st thou,0
Do you not love me? do you not indeed?,0
I will not love myself. Do you not love me?,0
Come wilt thou see me ride?,0
I love thee infinitely. But hark you Kate;,0
Whither I go nor reason whereabout:,0
This evening must I leave you gentle Kate.,0
Than Harry Percy's wife: constant you are,0
No lady closer; for I well believe,0
And so far will I trust thee gentle Kate.,0
Not an inch further. But hark you Kate:,0
To-day will I set forth to-morrow you.,0
It must of force.,0
SCENE IV. The Boar's-Head Tavern Eastcheap.,0
Ned prithee come out of that fat room and lend me,0
Where hast been Hal?,0
score hogsheads. I have sounded the very,0
to a leash of drawers; and can call them all by,0
They take it already upon their salvation that,0
of courtesy; and tell me flatly I am no proud Jack,0
good boy by the Lord so they call me and when I,0
lads in Eastcheap. They call drinking deep dyeing,0
cry  'hem!' and bid you play it off. To conclude I,0
that I can drink with any tinker in his own language,0
much honour that thou wert not with me in this sweet,0
Ned I give thee this pennyworth of sugar clapped,0
never spake other English in his life than 'Eight,0
this shrill addition 'Anon anon sir! Score a pint,0
drive away the time till Falstaff come I prithee,0
puny drawer to what end he gave me the sugar; and do,0
to me may be nothing but 'Anon.' Step aside and,0
Francis!,0
Francis!,0
Enter FRANCIS,0
Come hither Francis.,0
How long hast thou to serve Francis?,0
[Within]  Francis!,0
Five year! by'r lady a long lease for the clinking,0
as to play the coward with thy indenture and show it,0
O Lord sir I'll be sworn upon all the books in,0
[Within]  Francis!,0
How old art thou Francis?,0
[Within]  Francis!,0
Nay but hark you Francis: for the sugar thou,0
O Lord I would it had been two!,0
when thou wilt and thou shalt have it.,0
Anon anon.,0
or Francis o' Thursday; or indeed Francis when,0
My lord?,0
not-pated agate-ring puke-stocking caddis-garter,0
O Lord sir who do you mean?,0
for look you Francis your white canvas doublet,0
What sir?,0
Away you rogue! dost thou not hear them call?,0
Enter Vintner,0
calling? Look to the guests within.,0
My lord old Sir John with half-a-dozen more are,0
Let them alone awhile and then open the door.,0
Poins!,0
Anon anon sir.,0
the door: shall we be merry?,0
cunning match have you made with this jest of the,0
I am now of all humours that have showed themselves,0
pupil age of this present twelve o'clock at midnight.,0
What's o'clock Francis?,0
Exit,0
parrot and yet the son of a woman! His industry is,0
a reckoning. I am not yet of Percy's mind the,0
seven dozen of Scots at a breakfast washes his,0
life! I want work.' 'O my sweet Harry' says she,0
horse a drench' says he; and answers 'Some,0
prithee call in Falstaff: I'll play Percy and,0
wife. 'Rivo!' says the drunkard. Call in ribs call in tallow.,0
Welcome Jack: where hast thou been?,0
marry and amen! Give me a cup of sack boy. Ere I,0
them and foot them too. A plague of all cowards!,0
He drinks,0
pitiful-hearted Titan that melted at the sweet tale,0
You rogue here's lime in this sack too: there is,0
yet a coward is worse than a cup of sack with lime,0
die when thou wilt if manhood good manhood be,0
shotten herring. There live not three good men,0
grows old: God help the while! a bad world I say.,0
thing. A plague of all cowards I say still.,0
A king's son! If I do not beat thee out of thy,0
subjects afore thee like a flock of wild-geese,0
Why you whoreson round man what's the matter?,0
Zounds ye fat paunch an ye call me coward by the,0
I call thee coward! I'll see thee damned ere I call,0
could run as fast as thou canst. You are straight,0
back: call you that backing of your friends? A,0
face me. Give me a cup of sack: I am a rogue if I,0
O villain! thy lips are scarce wiped since thou,0
All's one for that.,0
A plague of all cowards still say I.,0
What's the matter! there be four of us here have,0
Where is it Jack? where is it?,0
poor four of us.,0
I am a rogue if I were not at half-sword with a,0
miracle. I am eight times thrust through the,0
through and through; my sword hacked like a,0
I was a man: all would not do. A plague of all,0
less than truth they are villains and the sons of darkness.,0
We four set upon some dozen--,0
And bound them.,0
You rogue they were bound every man of them; or I,0
As we were sharing some six or seven fresh men set upon us--,0
What fought you with them all?,0
not with fifty of them I am a bunch of radish: if,0
Jack then am I no two-legged creature.,0
Nay that's past praying for: I have peppered two,0
in buckram suits. I tell thee what Hal if I tell,0
knowest my old ward; here I lay and thus I bore my,0
What four? thou saidst but two even now.,0
Ay ay he said four.,0
me. I made me no more ado but took all their seven,0
Seven? why there were but four even now.,0
Ay four in buckram suits.,0
Prithee let him alone; we shall have more anon.,0
Ay and mark thee too Jack.,0
in buckram that I told thee of--,0
Their points being broken--,0
Began to give me ground: but I followed me close,0
the eleven I paid.,0
But as the devil would have it three misbegotten,0
at me; for it was so dark Hal that thou couldst,0
These lies are like their father that begets them;,0
clay-brained guts thou knotty-pated fool thou,0
What art thou mad? art thou mad? is not the truth,0
Why how couldst thou know these men in Kendal,0
hand? come tell us your reason: what sayest thou to this?,0
What upon compulsion? 'Zounds an I were at the,0
not tell you on compulsion. Give you a reason on,0
blackberries I would give no man a reason upon,0
I'll be no longer guilty of this sin; this sanguine,0
this huge hill of flesh--,0
neat's tongue you bull's pizzle you stock-fish! O,0
tailor's-yard you sheath you bowcase; you vile,0
Well breathe awhile and then to it again: and,0
hear me speak but this.,0
We two saw you four set on four and bound them and,0
tale shall put you down. Then did we two set on you,0
prize and have it; yea and can show it you here in,0
away as nimbly with as quick dexterity and roared,0
bull-calf. What a slave art thou to hack thy sword,0
What trick what device what starting-hole canst,0
apparent shame?,0
By the Lord I knew ye as well as he that made ye.,0
heir-apparent? should I turn upon the true prince?,0
beware instinct; the lion will not touch the true,0
coward on instinct. I shall think the better of,0
lion and thou for a true prince. But by the Lord,0
to the doors: watch to-night pray to-morrow.,0
of good fellowship come to you! What shall we be,0
Content; and the argument shall be thy running away.,0
Enter Hostess,0
How now my lady the hostess! what sayest thou to,0
Marry my lord there is a nobleman of the court at,0
your father.,0
send him back again to my mother.,0
An old man.,0
I give him his answer?,0
Faith and I'll send him packing.,0
Now sirs: by'r lady you fought fair; so did you,0
ran away upon instinct you will not touch the true,0
Faith I ran when I saw others run.,0
sword so hacked?,0
swear truth out of England but he would make you,0
Yea and to tickle our noses with spear-grass to,0
with it and swear it was the blood of true men. I,0
to hear his monstrous devices.,0
ago and wert taken with the manner and ever since,0
sword on thy side and yet thou rannest away: what,0
My lord do you see these meteors? do you behold,0
I do.,0
Hot livers and cold purses.,0
No if rightly taken halter.,0
Here comes lean Jack here comes bare-bone.,0
How long is't ago Jack since thou sawest thine own knee?,0
not an eagle's talon in the waist; I could have,0
sighing and grief! it blows a man up like a,0
Sir John Bracy from your father; you must to the,0
north Percy and he of Wales that gave Amamon the,0
devil his true liegeman upon the cross of a Welsh,0
O Glendower.,0
and old Northumberland and that sprightly Scot of,0
perpendicular--,0
kills a sparrow flying.,0
So did he never the sparrow.,0
Why what a rascal art thou then to praise him so,0
O' horseback ye cuckoo; but afoot he will not budge a foot.,0
I grant ye upon instinct. Well he is there too,0
Worcester is stolen away to-night; thy father's,0
land now as cheap as stinking mackerel.,0
this civil buffeting hold we shall buy maidenheads,0
By the mass lad thou sayest true; it is like we,0
art not thou horrible afeard? thou being,0
such enemies again as that fiend Douglas that,0
not horribly afraid? doth not thy blood thrill at,0
Not a whit i' faith; I lack some of thy instinct.,0
comest to thy father: if thou love me practise an answer.,0
particulars of my life.,0
this dagger my sceptre and this cushion my crown.,0
sceptre for a leaden dagger and thy precious rich,0
Well an the fire of grace be not quite out of thee,0
make my eyes look red that it may be thought I have,0
in King Cambyses' vein.,0
And here is my speech. Stand aside nobility.,0
Weep not sweet queen; for trickling tears are vain.,0
For God's sake lords convey my tristful queen;,0
O Jesu he doth it as like one of these harlotry,0
Peace good pint-pot; peace good tickle-brain.,0
time but also how thou art accompanied: for though,0
it grows yet youth the more it is wasted the,0
partly thy mother's word partly my own opinion,0
foolish-hanging of thy nether lip that doth warrant,0
why being son to me art thou so pointed at? Shall,0
blackberries? a question not to be asked. Shall,0
question to be asked. There is a thing Harry,0
many in our land by the name of pitch: this pitch,0
the company thou keepest: for Harry now I do not,0
pleasure but in passion not in words only but in,0
have often noted in thy company but I know not his name.,0
A goodly portly man i' faith and a corpulent; of a,0
carriage; and as I think his age some fifty or,0
remember me his name is Falstaff: if that man,0
I see virtue in his looks. If then the tree may be,0
peremptorily I speak it there is virtue in that,0
me now thou naughty varlet tell me where hast,0
Dost thou speak like a king? Do thou stand for me,0
Depose me? if thou dost it half so gravely so,0
the heels for a rabbit-sucker or a poulter's hare.,0
And here I stand: judge my masters.,0
My noble lord from Eastcheap.,0
Sblood my lord they are false: nay I'll tickle,0
Swearest thou ungracious boy? henceforth ne'er look,0
there is a devil haunts thee in the likeness of an,0
dost thou converse with that trunk of humours that,0
of dropsies that huge bombard of sack that stuffed,0
the pudding in his belly that reverend vice that,0
years? Wherein is he good but to taste sack and,0
capon and eat it? wherein cunning but in craft?,0
but in all things? wherein worthy but in nothing?,0
means your grace?,0
Falstaff that old white-bearded Satan.,0
I know thou dost.,0
were to say more than I know. That he is old the,0
that he is saving your reverence a whoremaster,0
God help the wicked! if to be old and merry be a,0
to be fat be to be hated then Pharaoh's lean kine,0
banish Bardolph banish Poins: but for sweet Jack,0
valiant Jack Falstaff and therefore more valiant,0
thy Harry's company banish not him thy Harry's,0
I do I will.,0
Exeunt Hostess FRANCIS and BARDOLPH,0
O my lord my lord! the sheriff with a most,0
Out ye rogue! Play out the play: I have much to,0
Re-enter the Hostess,0
Heigh heigh! the devil rides upon a fiddlestick:,0
The sheriff and all the watch are at the door: they,0
Dost thou hear Hal? never call a true piece of,0
without seeming so.,0
I deny your major: if you will deny the sheriff,0
as well as another man a plague on my bringing up!,0
Go hide thee behind the arras: the rest walk up,0
conscience.,0
therefore I'll hide me.,0
Exeunt all except PRINCE HENRY and PETO,0
Now master sheriff what is your will with me?,0
Hath follow'd certain men unto this house.,0
One of them is well known my gracious lord,0
As fat as butter.,0
For I myself at this time have employ'd him.,0
That I will by to-morrow dinner-time,0
For any thing he shall be charged withal:,0
I will my lord. There are two gentlemen,0
It may be so: if he have robb'd these men,0
Good night my noble lord.,0
Indeed my lord I think it be two o'clock.,0
This oily rascal is known as well as Paul's. Go,0
Falstaff!--Fast asleep behind the arras and,0
Hark how hard he fetches breath. Search his pockets.,0
What hast thou found?,0
Let's see what they be: read them.,0
Item Sauce. . . 4d.,0
Item Anchovies and sack after supper 2s. 6d.,0
O monstrous! but one half-penny-worth of bread to,0
keep close; we'll read it at more advantage: there,0
morning. We must all to the wars and thy place,0
charge of foot; and I know his death will be a,0
back again with advantage. Be with me betimes in,0
Exeunt,0
ACT III,0
Enter HOTSPUR WORCESTER MORTIMER and GLENDOWER,0
And our induction full of prosperous hope.,0
Will you sit down?,0
I have forgot the map.,0
Sit cousin Percy; sit good cousin Hotspur,0
Doth speak of you his cheek looks pale and with,0
And you in hell as oft as he hears Owen Glendower spoke of.,0
The front of heaven was full of fiery shapes,0
The frame and huge foundation of the earth,0
Why so it would have done at the same season if,0
had never been born.,0
And I say the earth was not of my mind,0
The heavens were all on fire the earth did tremble.,0
And not in fear of your nativity.,0
In strange eruptions; oft the teeming earth,0
By the imprisoning of unruly wind,0
Shakes the old beldam earth and topples down,0
Our grandam earth having this distemperature,0
Cousin of many men,0
To tell you once again that at my birth,0
The goats ran from the mountains and the herds,0
These signs have mark'd me extraordinary;,0
I am not in the roll of common men.,0
That chides the banks of England Scotland Wales,0
And bring him out that is but woman's son,0
And hold me pace in deep experiments.,0
I'll to dinner.,0
I can call spirits from the vasty deep.,0
But will they come when you do call for them?,0
The devil.,0
By telling truth: tell truth and shame the devil.,0
And I'll be sworn I have power to shame him hence.,0
Come come no more of this unprofitable chat.,0
Against my power; thrice from the banks of Wye,0
Bootless home and weather-beaten back.,0
